40	
0	1	3	4
1	2	4	5	
3	4	6	7
4	5	7	8

0	1	9	10
9	10	18	19
18	19	27	28
27	28	36	37

1	2	10	11
10	11	19	20
19	20	28	29
28	29	37	38


6	7	15	16
15	16	24	25
24	25	33	34
33	34	42	43

7	8	16	17
16	17	25	26
25	26	34	35
34	35	43	44


0	3	9	12
9	12	18	21
18	21	27	30
27	30	36	39

3	6	12	15
12	15	21	24
21	24	30	33
30	33	39	42


2	5	11	14
11	14	20	23
20	23	29	32
29	32	38	41

5	8	14	17	
14	17	23	26
23	26	32	35
32	35	41	44


36	37	39	40
37	38	40	41
39	40	42	43
40	41	43	44
