120
4	9	155	160	
9	14	160	165	
14	19	165	170	
19	24	170	175	
24	29	175	180	
29	34	180	185	
34	39	185	190	
39	44	190	195	
44	49	195	200	
49	54	200	205	
54	59	205	210	
59	64	210	215	
64	69	215	220	
69	74	220	225	
74	79	225	230	
79	84	230	235	
84	89	235	240	
89	94	240	245	
94	99	245	250	
99	104	250	255	
104	109	255	260	
109	114	260	265	
114	119	265	270	
119	124	270	275	
124	129	275	280	
129	134	280	285	
134	139	285	290	
139	144	290	295	
144	149	295	300	
149	4	300	155	
155	160	306	311	
160	165	311	316	
165	170	316	321	
170	175	321	326	
175	180	326	331	
180	185	331	336	
185	190	336	341	
190	195	341	346	
195	200	346	351	
200	205	351	356	
205	210	356	361	
210	215	361	366	
215	220	366	371	
220	225	371	376	
225	230	376	381	
230	235	381	386	
235	240	386	391	
240	245	391	396	
245	250	396	401	
250	255	401	406	
255	260	406	411	
260	265	411	416	
265	270	416	421	
270	275	421	426	
275	280	426	431	
280	285	431	436	
285	290	436	441	
290	295	441	446	
295	300	446	451	
300	155	451	306	
306	311	457	462	
311	316	462	467	
316	321	467	472	
321	326	472	477	
326	331	477	482	
331	336	482	487	
336	341	487	492	
341	346	492	497	
346	351	497	502	
351	356	502	507	
356	361	507	512	
361	366	512	517	
366	371	517	522	
371	376	522	527	
376	381	527	532	
381	386	532	537	
386	391	537	542	
391	396	542	547	
396	401	547	552	
401	406	552	557	
406	411	557	562	
411	416	562	567	
416	421	567	572	
421	426	572	577	
426	431	577	582	
431	436	582	587	
436	441	587	592	
441	446	592	597	
446	451	597	602	
451	306	602	457	
457	462	608	613	
462	467	613	618	
467	472	618	623	
472	477	623	628	
477	482	628	633	
482	487	633	638	
487	492	638	643	
492	497	643	648	
497	502	648	653	
502	507	653	658	
507	512	658	663	
512	517	663	668	
517	522	668	673	
522	527	673	678	
527	532	678	683	
532	537	683	688	
537	542	688	693	
542	547	693	698	
547	552	698	703	
552	557	703	708	
557	562	708	713	
562	567	713	718	
567	572	718	723	
572	577	723	728	
577	582	728	733	
582	587	733	738	
587	592	738	743	
592	597	743	748	
597	602	748	753	
602	457	753	608	
