48
0	0	0
0.285714	0	0
0.857143	0	0
2	0	0
2.75	0	0
5	0	0
-0.142857	0.247436	0
-0.428571	0.742307	0
-1	1.73205	0
-1.375	2.38157	0
-2.5	4.33013	0
-0.142857	-0.247436	0
-0.428571	-0.742307	0
-1	-1.73205	0
-1.375	-2.38157	0
-2.5	-4.33013	0
0	0	1
0.285714	0	1
0.857143	0	1
2	0	1
2.75	0	1
5	0	1
-0.142857	0.247436	1
-0.428571	0.742307	1
-1	1.73205	1
-1.375	2.38157	1
-2.5	4.33013	1
-0.142857	-0.247436	1
-0.428571	-0.742307	1
-1	-1.73205	1
-1.375	-2.38157	1
-2.5	-4.33013	1
0	0	2
0.285714	0	2
0.857143	0	2
2	0	2
2.75	0	2
5	0	2
-0.142857	0.247436	2
-0.428571	0.742307	2
-1	1.73205	2
-1.375	2.38157	2
-2.5	4.33013	2
-0.142857	-0.247436	2
-0.428571	-0.742307	2
-1	-1.73205	2
-1.375	-2.38157	2
-2.5	-4.33013	2
