40	
0	1	5	6
1	2	6	7
2	3	7	8
3	4	8	9

5	6	10	11
6	7	11	12
7	8	12	13
8	9	13	14


30	31	35	36
31	32	36	37
32	33	37	38
33	34	38	39

35	36	40	41
36	37	41	42
37	38	42	43
38	39	43	44


0	1	15	16
15	16	30	31
1	2	16	17
16	17	31	32
2	3	17	18
17	18	32	33
3	4	18	19
18	19	33	34

10	11	25	26
25	26	40	41
11	12	26	27
26	27	41	42
12	13	27	28
27	28	42	43
13	14	28	29
28	29	43	44


0	5	15	20
15	20	30	35
5	10	20	25
25	25	35	40

4	9	19	24
19	24	34	39
9	14	24	29
24	29	39	44
