120
7	16	278	287	
16	25	287	296	
25	34	296	305	
34	43	305	314	
43	52	314	323	
52	61	323	332	
61	70	332	341	
70	79	341	350	
79	88	350	359	
88	97	359	368	
97	106	368	377	
106	115	377	386	
115	124	386	395	
124	133	395	404	
133	142	404	413	
142	151	413	422	
151	160	422	431	
160	169	431	440	
169	178	440	449	
178	187	449	458	
187	196	458	467	
196	205	467	476	
205	214	476	485	
214	223	485	494	
223	232	494	503	
232	241	503	512	
241	250	512	521	
250	259	521	530	
259	268	530	539	
268	7	539	278	
278	287	549	558	
287	296	558	567	
296	305	567	576	
305	314	576	585	
314	323	585	594	
323	332	594	603	
332	341	603	612	
341	350	612	621	
350	359	621	630	
359	368	630	639	
368	377	639	648	
377	386	648	657	
386	395	657	666	
395	404	666	675	
404	413	675	684	
413	422	684	693	
422	431	693	702	
431	440	702	711	
440	449	711	720	
449	458	720	729	
458	467	729	738	
467	476	738	747	
476	485	747	756	
485	494	756	765	
494	503	765	774	
503	512	774	783	
512	521	783	792	
521	530	792	801	
530	539	801	810	
539	278	810	549	
549	558	820	829	
558	567	829	838	
567	576	838	847	
576	585	847	856	
585	594	856	865	
594	603	865	874	
603	612	874	883	
612	621	883	892	
621	630	892	901	
630	639	901	910	
639	648	910	919	
648	657	919	928	
657	666	928	937	
666	675	937	946	
675	684	946	955	
684	693	955	964	
693	702	964	973	
702	711	973	982	
711	720	982	991	
720	729	991	1000	
729	738	1000	1009	
738	747	1009	1018	
747	756	1018	1027	
756	765	1027	1036	
765	774	1036	1045	
774	783	1045	1054	
783	792	1054	1063	
792	801	1063	1072	
801	810	1072	1081	
810	549	1081	820	
820	829	1091	1100	
829	838	1100	1109	
838	847	1109	1118	
847	856	1118	1127	
856	865	1127	1136	
865	874	1136	1145	
874	883	1145	1154	
883	892	1154	1163	
892	901	1163	1172	
901	910	1172	1181	
910	919	1181	1190	
919	928	1190	1199	
928	937	1199	1208	
937	946	1208	1217	
946	955	1217	1226	
955	964	1226	1235	
964	973	1235	1244	
973	982	1244	1253	
982	991	1253	1262	
991	1000	1262	1271	
1000	1009	1271	1280	
1009	1018	1280	1289	
1018	1027	1289	1298	
1027	1036	1298	1307	
1036	1045	1307	1316	
1045	1054	1316	1325	
1054	1063	1325	1334	
1063	1072	1334	1343	
1072	1081	1343	1352	
1081	820	1352	1091	
